CATEGORY,ITEM CODE,DESCRIPTION,SUPPLIER,UNIT PRICE,OPENING STOCKS,PURCHASE QUANTITY,SALES QUANTITY,ENDING STOCKS,RETAIL PRICE
ENGINE,ENG038,CARBURETOR REPAIR KIT X4 - CW,PANGMASA,45,3,0,0,3,100
ENGINE,ENG039,CARBURETOR REPAIR KIT XRM - FMP,PANGMASA,45,2,0,0,2,100
ENGINE,ENG179,CARBURETOR TMX - MAKOTO,ARB18,450,2,0,0,2,900
ELECTRICAL,ELE399,CARBURETOR TMX SUPREMO - SPD,ARB18,1037,2,0,0,2,1350
ENGINE,ENG193,CARBURETOR TMX/TMX125 - KEIHIN,ARB18,280,2,0,0,2,450
ELECTRICAL,ELE400,CARBURETOR TMX125 - KEIHIN RZ,ARB18,300,0,0,0,0,600
ENGINE,ENG040,CARBURETOR TMX155 - KEIHIN,ARB18,268,0,0,0,0,450
ENGINE,ENG199,CARBURETOR XRM110 - KEIHIN,ARB18,288,3,0,0,3,450
ACCESSORIES,ACS013,CARGO NET,WALKIN,70,2,0,0,2,150
ELECTRICAL,ELE393,CDI BEAT,WEDZZ,520,2,0,0,2,680
ELECTRICAL,ELE012,CDI CG125 6PIN - SHOWAR,WALKIN,209,1,0,0,1,320
ELECTRICAL,ELE013,CDI GY6 - TOTO,BAMC,150,5,0,0,5,250
ELECTRICAL,ELE015,CDI LIFAN110 - MAKOTO,ARB18,255,2,0,0,2,360
ELECTRICAL,ELE308,CDI LIFAN150 TMX125/RUSI125/RUSI150 - CSL,ARB18,104,0,0,0,0,180
ELECTRICAL,ELE402,CDI MIO/MIOSOUL - EPOWER,ARB18,402,4,0,0,4,600
ELECTRICAL,ELE017,CDI RUSI - BILLION,PANGMASA,185,1,0,0,1,230
ELECTRICAL,ELE019,CDI TMX SUPREMO - KRYON,BAMC,375,3,0,0,3,500
ELECTRICAL,ELE020,CDI TMX125 ALPHA - SK,WALKIN,170,1,0,0,1,220
ELECTRICAL,ELE429,CDI UNIT TMX NEW - APIDO,ARB18,126,3,0,0,3,230
ELECTRICAL,ELE021,CDI XRM - BILLION,PANGMASA,95,0,0,0,0,140
ELECTRICAL,ELE413,CDI XRM110 - SPD RIDE,ARB18,93,3,0,0,3,200
CHASSIS,CHS002,CENTER SPRING 1000 RPM NMAX/AEROX - JVT,WALKIN,417,0,0,0,0,520
CHASSIS,CHS004,CENTER SPRING 1200 RPM M3 - JVT,WALKIN,417,0,0,0,0,520
CHASSIS,CHS005,CENTER SPRING 1500 RPM MIO SPORTY - JVT,WALKIN,391,2,0,0,2,500
CHASSIS,CHS017,CENTER SPRING CLICK/PCX/ADV 1000RPM - JVT,ARB18,387,5,0,0,5,550
CHAIN,CHN092,CENTER SPRING CLICK/PCX/ADV 1200RPM - JVT,ARB18,387,5,0,0,5,550
CHASSIS,CHS025,CENTER SPRING CLICK/PCX/ADV 1500RPM - JVT,ARB18,387,4,0,0,4,550
CHASSIS,CHS022,CENTER SPRING MIO 1000RPM - JVT,ARB18,368,5,0,0,5,500
CHASSIS,CHS006,CENTER SPRING MIO 110 1500 RPM - NCY,WALKIN,284,1,0,0,1,350
CHASSIS,CHS023,CENTER SPRING MIO 1200RPM - JVT,ARB18,368,5,0,0,5,500
CHASSIS,CHS024,CENTER SPRING MIO 1500RPM - JVT,ARB18,368,5,0,0,5,500
CHASSIS,CHS007,CENTER SPRING MIO SPORTY 1500 RPM - RS8,WALKIN,293,3,0,0,3,380
CABLE,CAB079,CENTER SPRING MIOM3 1000RPM - JVT,ARB18,387,7,0,0,7,550
CHASSIS,CHS021,CENTER SPRING MIOM3 1200RPM - JVT,ARB18,387,3,0,0,3,550
CHASSIS,CHS027,CENTER SPRING MIOM3 1500RPM - JVT,ARB18,387,5,0,0,5,550
CHASSIS,CHS019,CENTER SPRING NMAX/AEROX 1000RPM - JVT,ARB18,387,4,0,0,4,550
CHASSIS,CHS020,CENTER SPRING NMAX/AEROX 1200RPM - JVT,ARB18,387,3,0,0,3,500
CHASSIS,CHS026,CENTER SPRING NMAX/AEROX 1500RPM - JVT,ARB18,387,2,0,0,2,550
ELECTRICAL,ELE022,CERAMIC SOCKET FOR ERROR12,WALKIN,322,1,0,0,1,450
ELECTRICAL,ELE259,CERAMIC TERMINAL FOR ERROR12 AEROXV1V2/NMAXV2V2.1 - ADPRO V3,ONLINE,548,4,0,0,4,750
ELECTRICAL,ELE289,CERAMIC TERMINAL FOR ERROR12 AEROXV1V2/NMAXV2V2.1 - CERAMIC PRO,ONLINE,254.5,8,0,0,8,400
CHAIN,CHN001,CHAIN 428 110L BLACK - KRYON,BAMC,170,0,0,0,0,250
CHAIN,CHN002,CHAIN 428H 110L BLACK - MRTR,BAMC,150,0,0,0,0,250
CHAIN,CHN003,CHAIN 428H 110L CHROME - KMC,BAMC,162,0,0,0,0,250
CHAIN,CHN006,CHAIN 428H 120L CHROME - KMC,BAMC,180,1,0,0,1,260
CHAIN,CHN007,CHAIN 428H 120L GOLD - LAZX,BAMC,260,0,0,0,0,360
CHAIN,CHN008,CHAIN 428H 130L BLACK - MRTR,BAMC,170,0,0,0,0,270
CHAIN,CHN009,CHAIN 428H 130L GOLD - LAZX,BAMC,270,0,0,0,0,370
CHAIN,CHN010,CHAIN 428H 130L NEON GREEN - LAZX,BAMC,450,2,0,0,2,650
CHAIN,CHN012,CHAIN 428H-110L - MAKOTO,ARB18,170,0,0,0,0,230
CHAIN,CHN015,CHAIN 428H-120L - MAKOTO,ARB18,185,1,0,0,1,250
CHAIN,CHN018,CHAIN 428H-130L - MAKOTO,ARB18,195,3,0,0,3,270
CHAIN,CHN087,CHAIN 428H-130L - MUTARRU,ARB18,410,2,0,0,2,600
CHAIN,CHN020,CHAIN 428H-130L - RACE POWER PINK,WEDZZ,480,0,0,0,0,750
CHAIN,CHN021,CHAIN 428H-130L - RACE POWER RED,WEDZZ,480,1,0,0,1,750
CHAIN,CHN022,CHAIN ADJUSTER - SW (CT100 LH),WEDZZ,20,3,0,0,3,30
CHAIN,CHN023,CHAIN ADJUSTER - SW (CT100 RH),WEDZZ,20,3,0,0,3,30
CHAIN,CHN024,CHAIN ADJUSTER - SW (LIFAN150),WEDZZ,16,4,0,0,4,80
CHAIN,CHN025,CHAIN ADJUSTER LF125 - YAKIMOTO,WEDZZ,33,3,0,0,3,65
CHAIN,CHN026,CHAIN ADJUSTER RAIDER150 - KRYON,BAMC,25,4,0,0,4,50
CHAIN,CHN027,CHAIN ADJUSTER RS100 - KRYON,BAMC,19,4,0,0,4,45
CHAIN,CHN028,CHAIN ADJUSTER SNIPER135 - KRYON,BAMC,25,1,0,0,1,50
CHAIN,CHN029,CHAIN ADJUSTER XRM - ADJUSTER,WEDZZ,14,5,0,0,5,70
CLEANER,CLN024,CHAIN CLEANING 500ML - KOBY,WEDZZ,175,1,0,0,1,250
CHAIN,CHN030,CHAIN GUIDE (DREAM) - SHOWAR,WALKIN,75,1,0,0,1,150
CHAIN,CHN031,CHAIN GUIDE TENSIONER - HDM (MIO),PANGMASA,95,0,0,0,0,200
CHAIN,CHN032,CHAIN GUIDE TENSIONER MIO M3 - SW,WEDZZ,100,0,0,0,0,150
CHAIN,CHN033,CHAIN GUIDE TENSIONER NMAX - SV,PANGMASA,95,2,0,0,2,145
CHAIN,CHN034,CHAIN LOCK 420H,WEDZZ,2.4,98,0,0,98,15
CHAIN,CHN035,CHAIN LOCK 428H,PANGMASA,4,0,0,0,0,15
CHAIN,CHN089,CHAIN LOCK 428H - YSK,ARB18,7,10,0,0,10,20
CHAIN,CHN036,CHAIN LUBE STANDARD 250mL - KOBY,BAMC,85,0,0,0,0,140
CLEANER,CLN028,CHAIN MAINTENANCE KIT - KOBY,WEDZZ,255,1,0,0,1,310
CHAIN,CHN037,CHAIN SET 428 14T-34T 110 GOLD XRM/WAVE - OSAKI,BAMC,826,2,0,0,2,1250
CHAIN,CHN038,CHAIN SET 428 14T-42T 110 RAIDER150 - GOLD SEPTWOLVES,BAMC,520,0,0,0,0,850
CHAIN,CHN090,CHAINSET REVO CHROME R150 (2IN1) 15 45 428 132L,WEDZZ,814,2,0,0,2,1300
CHAIN,CHN091,CHAINSET REVO GOLD R150 (2IN1) 15 45 428 132L  - LUCKY,WEDZZ,961,2,0,0,2,1450
CLUTCH,CLT034,CIRCLIP CLUTCH LINING NMAX/AEROX/MIO 54P-E681900-00,ONLINE,34.26,10,0,0,10,80
CLUTCH,CLT036,CIRCLIP CLUTCH LINING NMAX/AEROX/MIO 54P-E681900-00,ONLINE,43,0,0,0,0,80
CLUTCH,CLT046,CIRCLIP CLUTCH LINING NMAX/AEROX/MIO 54P-E681900-00,ONLINE,21.66,0,0,0,0,80
CLUTCH,CLT047,CIRCLIP CLUTCH LINING NMAX/AEROX/MIO 54P-E681900-00,ONLINE,41.7,0,0,0,0,80
CLUTCH,CLT001,CIRCLIP CLUTCH LINING NMAX/AEROX/MIOi125/SOULi125 2PH-E681900-00,WALKIN,34,0,0,0,0,80
CLUTCH,CLT042,CIRCLIP CLUTCH LINING NMAX/AEROX/MIOi125/SOULi125 2PH-E681900-00,WALKIN,38.05,30,0,0,30,80
ENGINE,ENG041,CIRCLIP THICK SIZE25 BLACK,BAMC,7,28,0,0,28,30
ENGINE,ENG042,CIRCLIP YSK,ARB18,13,19,0,0,19,30
CLEANER,CLN021,CLEAN CHAM,ONLINE,33.2,0,0,0,0,60
CLUTCH,CLT044,CLUTCH ASSEMBLY MIO 1000RPM - SUN,ARB18,1010,1,0,0,1,1800
CVT,CVT081,CLUTCH BELL CLICK125/CLICK150 - HIRC,WEDZZ,1300,3,0,0,3,1800
CLUTCH,CLT003,CLUTCH BELL M3 / MIOi125 - RS8,WALKIN,900,1,0,0,1,1400
CLUTCH,CLT004,CLUTCH BELL M3 MIOi125 - JVT,WALKIN,1600,0,0,0,0,2200
CLUTCH,CLT005,CLUTCH BELL MIO - RS8,WALKIN,1033,0,0,0,0,1550
CLUTCH,CLT006,CLUTCH BELL NUT MIOi125/M3/NMAX/AEROX - JVT,BAMC,170,3,0,0,3,250
CABLE,CAB083,CLUTCH CABLE CG125 - TAKASAGO,ARB18,62,4,0,0,4,110
CABLE,CAB021,CLUTCH CABLE CG125/TMX125 - KRYON,BAMC,45,0,0,0,0,100
CABLE,CAB020,CLUTCH CABLE CG125/TMX125 - MRTR,PANGMASA,40,1,0,0,1,80
CABLE,CAB022,CLUTCH CABLE CG150 - KRYON,BAMC,40,1,0,0,1,100
CABLE,CAB023,CLUTCH CABLE HD3 - KMN,PANGMASA,32,3,0,0,3,80
CABLE,CAB080,CLUTCH CABLE R150 - MAKOTO,ARB18,61,4,0,0,4,120
CABLE,CAB025,CLUTCH CABLE R150 - SUMO,PANGMASA,40,1,0,0,1,80
CABLE,CAB074,CLUTCH CABLE RAIDER150 - R8,WALKIN,0,1,0,0,1,110
CABLE,CAB026,CLUTCH CABLE RAIDER150 CARB - KRYON,BAMC,53,0,0,0,0,110
CABLE,CAB027,CLUTCH CABLE RAIDER150 FI - OSAKI,BAMC,114,5,0,0,5,180
CABLE,CAB028,CLUTCH CABLE RS100 - KHC,PANGMASA,40,3,0,0,3,80
CABLE,CAB035,CLUTCH CABLE RUSI125/TC125/RUSI150/TC150 - KRYON,BAMC,45,0,0,0,0,100
CABLE,CAB037,CLUTCH CABLE RUSI125/TC125/RUSI150/TC150 - MRTR,PANGMASA,39,0,0,0,0,80
CABLE,CAB034,CLUTCH CABLE RUSI125/TC125/RUSI150/TC150 - OSAKI,BAMC,69,0,0,0,0,120
CABLE,CAB036,CLUTCH CABLE SNIPER150 - YAMAHA,WALKIN,399,1,0,0,1,450
CABLE,CAB077,CLUTCH CABLE TC125 - MAKOTO,ARB18,60,11,0,0,11,120
CABLE,CAB078,CLUTCH CABLE TC150 - MAKOTO,ARB18,59,8,0,0,8,120
CABLE,CAB081,CLUTCH CABLE TMX - MAKOTO,ARB18,53,6,0,0,6,120
CABLE,CAB076,CLUTCH CABLE TMX125/ALPHA - MAKOTO,ARB18,57,0,0,0,0,120
CABLE,CAB040,CLUTCH CABLE TMX150 - KMN,PANGMASA,43,2,0,0,2,85
CABLE,CAB041,CLUTCH CABLE TMX155 - MRTR,BAMC,40,0,0,0,0,100
CABLE,CAB042,CLUTCH CABLE YTX125 - SK,BAMC,74,0,0,0,0,130
CLUTCH,CLT038,CLUTCH DAMPER NMAX/AEROX/M3/SOULi125 2PH-E6629-00,ONLINE,44,0,0,0,0,100
CLUTCH,CLT040,CLUTCH DAMPER NMAX/AEROX/M3/SOULi125 2PH-E6629-00,ONLINE,52.75,12,0,0,12,100
CLUTCH,CLT045,CLUTCH DAMPER NMAX/AEROX/M3/SOULi125 2PH-E6629-00,ONLINE,30,8,0,0,8,100
CLUTCH,CLT048,CLUTCH DAMPER NMAX/AEROX/M3/SOULi125 2PH-E6629-00,ONLINE,36.03,20,0,0,20,100
CLUTCH,CLT053,CLUTCH DISC TMX CG125 4 HOLE - YAKIMOTO,ARB18,195,3,0,0,3,300
CLUTCH,CLT037,CLUTCH HOUSING CLICK/PCX - JVT,ARB18,1566,2,0,0,2,2300
CVT,CVT051,CLUTCH HOUSING CLICK/PCX - JVT,ARB18,1566,1,0,0,1,1950
CLUTCH,CLT039,CLUTCH HOUSING CLICK125/i/150i - SUNTAL,ARB18,318,1,0,0,1,500
CVT,CVT115,CLUTCH HOUSING MIO V1 - JVT,ARB18,1563,2,0,0,2,2300
CLUTCH,CLT035,CLUTCH HOUSING NMAX/AEROX - JVT,ARB18,1526,0,0,0,0,2250
CVT,CVT052,CLUTCH HOUSING NMAX/AEROX - JVT,ARB18,1526,0,0,0,0,1950
CLUTCH,CLT009,CLUTCH HOUSING NUT MIO SPORTY,WALKIN,95,1,0,0,1,125
CLUTCH,CLT010,CLUTCH LEVER ASSY UNIVERSAL - CSL,ARB18,80,4,0,0,4,150
CLUTCH,CLT011,CLUTCH LEVER RUSI125/TC125 LEFT,BAMC,48,2,0,0,2,110
CLUTCH,CLT012,CLUTCH LEVER TMX155 LEFT,BAMC,49,2,0,0,2,110
CLUTCH,CLT013,CLUTCH LEVER TMX155 RIGHT,BAMC,38,2,0,0,2,100
CLUTCH,CLT050,CLUTCH LINING  XRM/WAVE/TMX - TAKASAGO,ARB18,145,3,0,0,3,250
CLUTCH,CLT041,CLUTCH LINING ASSEMBLY MIO M3 - JVT,ARB18,1503,3,0,0,3,2200
CLUTCH,CLT018,CLUTCH LINING ASSY MIOi125 - JVT,WALKIN,1490,1,0,0,1,2000
CLUTCH,CLT019,CLUTCH LINING BAJAJ,WALKIN,120,1,0,0,1,170
CLUTCH,CLT052,CLUTCH LINING C70/LIFAN - MEHOL,ARB18,70,0,0,0,0,170
CLUTCH,CLT014,CLUTCH LINING CT100 - THAI,PANGMASA,93,2,0,0,2,145
CLUTCH,CLT020,CLUTCH LINING DAMPER - JVT,WALKIN,162,1,0,0,1,200
CLUTCH,CLT016,CLUTCH LINING DREAM,WALKIN,130,0,0,0,0,190
CLUTCH,CLT043,CLUTCH LINING SHOE NMAX/AEROX/M3/CLICK - JVT,ARB18,817,0,0,0,0,1300
CLUTCH,CLT023,CLUTCH LINING TMX - THALLAND,WEDZZ,93,0,0,0,0,200
CLUTCH,CLT024,CLUTCH LINING TMX (4IN1)-M - YK,WEDZZ,105,1,0,0,1,205
CLUTCH,CLT049,CLUTCH LINING TMX 5IN1,ARB18,396,1,0,0,1,500
CLUTCH,CLT015,CLUTCH LINING XRM - THAI,PANGMASA,89,1,0,0,1,140
CLUTCH,CLT051,CLUTCH LINING XRM125/WAVE125 - FCC,ARB18,530,2,0,0,2,700
CVT,CVT079,CLUTCH SHOE CLICK - BWIN,WEDZZ,850,3,0,0,3,1200
CLUTCH,CLT027,CLUTCH SHOE NMAX - SUN RACING,WALKIN,880,0,0,0,0,1100
CLUTCH,CLT029,CLUTCH SHOE ONLY NMAX155- SUN,WEDZZ,810,3,0,0,3,1050
CLUTCH,CLT030,CLUTCH SPRING 1000 CUT - MAKOTO,WALKIN,180,0,0,0,0,240
CLUTCH,CLT031,CLUTCH SPRING 1200 CUT - MAKOTO,WALKIN,180,0,0,0,0,240
CVT,CVT077,CLUTCH SPRING BEAT 1200RPM - BWIN,WEDZZ,175,3,0,0,3,280
CVT,CVT072,CLUTCH SPRING CLICK 1000RPM - BWIN,WEDZZ,155,0,0,0,0,260
CVT,CVT073,CLUTCH SPRING CLICK125 1000RPM - BWIN,WEDZZ,160,1,0,0,1,260
CVT,CVT066,CLUTCH SPRING MIO 1000RPM - BWIN,WEDZZ,160,0,0,0,0,260
CVT,CVT075,CLUTCH SPRING MIO 1200RPM - BWIN,WEDZZ,135,3,0,0,3,260
CLUTCH,CLT032,CLUTCH SPRING MIO 1500 RPM - NCY,WALKIN,200,1,0,0,1,280
CVT,CVT071,CLUTCH SPRING MIOM3 1000RPM - BWIN,WEDZZ,160,0,0,0,0,260
CVT,CVT068,CLUTCH SPRING NMAX 1000RPM - BWIN,WEDZZ,175,0,0,0,0,280
CVT,CVT083,CLUTCH SPRING NMAX 1200RPM - HIRC,WEDZZ,170,3,0,0,3,280
ENGINE,ENG043,COLLAR GUIDE NMAXV1 2DP -E7674-00,WALKIN,360,1,0,0,1,480
COOLANT,COOL002,COOLANT,WALKIN,50,0,0,0,0,150
COOLANT,COOL001,COOLANT 500ML - ECO COOL,PANGMASA,95,0,0,0,0,210
COOLANT,COOL003,COOLANT DELO XLI 1L,ARB18,152,1,0,0,1,230
COOLANT,COOL005,COOLANT KOBY SUPER COOLANT 500ML,ARB18,117,2,0,0,2,200
COOLANT,COOL004,COOLANT PINK 1L - KOBY,WEDZZ,160,0,0,0,0,235
ENGINE,ENG045,CRANKCASE COVER AEROX NMAX - GENUINE,WALKIN,2500,1,0,0,1,2800
ENGINE,ENG046,CRANKCASE COVER MIOSPORTY/NOUVO/AMORE - YAMAHA,WALKIN,1700,1,0,0,1,2000
ACCESSORIES,ACS119,CROSS BAR EXTENSION BRACKET BLACK,ONLINE,198.8,4,0,0,4,300
ACCESSORIES,ACS118,CROSS BAR EXTENSION BRACKET BLUE,ONLINE,199.99,2,0,0,2,300
ACCESSORIES,ACS115,CROSS BAR EXTENSION BRACKET GOLD,ONLINE,199.99,0,0,0,0,300
ACCESSORIES,ACS117,CROSS BAR EXTENSION BRACKET RED,ONLINE,199.99,2,0,0,2,300
ACCESSORIES,ACS116,CROSS BAR EXTENSION BRACKET SILVER,ONLINE,199.99,2,0,0,2,300
CLEANER,CLN027,CVT CLEANER 250ML (SMALL) - BWIN,WEDZZ,81,14,0,0,14,150
CLEANER,CLN004,CVT CLEANER 450mL - KOBY,BAMC,106,0,0,0,0,180
CLEANER,CLN023,CVT CLEANER 450mL - KOBY,ARB18,105,43,0,0,43,180
CLEANER,CLN029,CVT CLEANER 600ML - KOBY,WEDZZ,130,0,0,0,0,200
CLEANER,CLN018,CVT CLEANER 600mL - KOBY,ARB18,112,19,0,0,19,220
DAMPER,DMP001,DAMPER ENGINE SUPPORT  MIO,WALKIN,65,1,0,0,1,100
DAMPER,DMP002,DAMPER ENGINE SUPPORT MIO SPORTY,WALKIN,69,1,0,0,1,100
DAMPER,DMP003,DAMPER NMAX V2/AEROX/90388-10808,WALKIN,180,4,0,0,4,280
DAMPER,DMP012,DAMPER RUBBER AX100,PANGMASA,35,2,0,0,2,90
DAMPER,DMP004,DAMPER RUBBER C100,PANGMASA,35,3,0,0,3,90
DAMPER,DMP005,DAMPER RUBBER HD3,PANGMASA,35,2,0,0,2,90
DAMPER,DMP006,DAMPER RUBBER RS100,PANGMASA,35,3,0,0,3,90
DAMPER,DMP007,DAMPER RUBBER SNIPER150,WALKIN,120,2,0,0,2,150
DAMPER,DMP008,DAMPER RUBBER SUPREMO,PANGMASA,55,2,0,0,2,110
DAMPER,DMP009,DAMPER RUBBER W125,PANGMASA,25,2,0,0,2,80
DAMPER,DMP011,DAMPER RUBBER XRM125,PANGMASA,35,3,0,0,3,90
CLEANER,CLN032,DEGREASER 250ml - DBEST,ARB18,76,8,0,0,8,130
CLEANER,CLN006,DEGREASER PINK 250mL,BAMC,60,4,0,0,4,120
CLEANER,CLN007,DEGREASER RED SPEED,ARB18,85,0,0,0,0,150
CLEANER,CLN008,DEGREASER SUPER CLEANER - KOBY,PANGMASA,65,5,0,0,5,120
ELECTRICAL,ELE023,DIODE 1N4007,ONLINE,6,13,0,0,13,15
ENGINE,ENG047,DISC ROTOR R150 SET,WALKIN,620,1,0,0,1,850
ENGINE,ENG050,DRAIN PLUG M3/AEROX/NMAXV2 54P-E5351-00,WALKIN,90,1,0,0,1,150
ENGINE,ENG051,DRAIN PLUG MIO  5VV-E5351-00,WALKIN,120,0,0,0,0,180
ENGINE,ENG048,DRAIN PLUG MIO - CW,PANGMASA,57,3,0,0,3,95
ENGINE,ENG052,DRAIN PLUG SPORTY 28D-E5362-00,WALKIN,63,1,0,0,1,90
ENGINE,ENG184,DRAIN PLUG TMX/XRM - YSK,ARB18,17,5,0,0,5,50
ENGINE,ENG053,DRAIN PLUG W/ GASKET MIO - CW,WALKIN,113,1,0,0,1,160
ENGINE,ENG177,DRIVEN DISC SET SKYGO (SG150-ZK) 22320L,WEDZZ,300,3,0,0,3,600
MISCELLANEOUS,MIS008,DS16 REPAIR KIT,WALKIN,106,0,0,0,0,150
BOLT & NUT,BNT067,DUO CAP CG125,WALKIN,50,19,0,0,19,100
ENGINE,ENG054,DUST SEAL XRM,PANGMASA,20,1,0,0,1,40
ELECTRICAL,ELE396,ELECTRIC TAPE SMALL 0.16X19X4MM - SPEED THAI,WEDZZ,12,0,0,0,0,30
ELECTRICAL,ELE024,ELECTRICAL TAPE NITTO BIG,BAMC,30,0,0,0,0,60
ELECTRICAL,ELE025,ELECTRICAL TAPE NITTO SMALL,ONLINE,8,0,0,0,0,30
ELECTRICAL,ELE312,ELECTRICAL TAPE SMALL,ARB18,2.5,0,0,0,0,30
ELECTRICAL,ELE401,ELECTRICAL TAPE SMALL,ARB18,3,27,0,0,27,15
ACCESSORIES,ACS014,EMBLEM YAMAHA GOLD BIG / 2PK - F413B-00,WALKIN,100,2,0,0,2,180
ENGINE,ENG055,ENGINE VALVE BC175 - SK,WALKIN,90,2,0,0,2,120
ENGINE,ENG056,ENGINE VALVE CB125 - SK,WALKIN,90,1,0,0,1,120
ENGINE,ENG058,ENGINE VALVE GD100 - SK,WALKIN,90,2,0,0,2,120
ENGINE,ENG059,ENGINE VALVE GY6125- YM,WEDZZ,46,5,0,0,5,150
ENGINE,ENG060,ENGINE VALVE MIO - CW,PANGMASA,75,0,0,0,0,130
ENGINE,ENG061,ENGINE VALVE MIO - RBR,WALKIN,75,2,0,0,2,130
ENGINE,ENG174,ENGINE VALVE MIO - SAIYAN,WEDZZ,61,0,0,0,0,120
ENGINE,ENG175,ENGINE VALVE MIO M3 - SAIYAN,WEDZZ,61,0,0,0,0,120
ENGINE,ENG194,ENGINE VALVE MIO/NOUVO - MAKOTO,ARB18,160,4,0,0,4,250
ENGINE,ENG195,ENGINE VALVE MIO125 - YSK,ARB18,68,0,0,0,0,130
ENGINE,ENG200,ENGINE VALVE MIOi125 - MAKOTO,ARB18,165,4,0,0,4,280
ENGINE,ENG201,ENGINE VALVE RUSI125 - YSK,ARB18,69,4,0,0,4,130
ENGINE,ENG062,ENGINE VALVE SUPREMO - SK,WALKIN,90,2,0,0,2,120
ENGINE,ENG063,ENGINE VALVE TMX CDI - CW,PANGMASA,70,1,0,0,1,120
ENGINE,ENG064,ENGINE VALVE TMX OLD - CW,PANGMASA,70,0,0,0,0,120
ENGINE,ENG065,ENGINE VALVE TMX155 14721-KCS-650,WALKIN,1250,1,0,0,1,1500
ENGINE,ENG066,ENGINE VALVE WAVE125 - SW,PANGMASA,75,1,0,0,1,130
ENGINE,ENG067,ENGINE VALVE XRM - RBR,WALKIN,75,0,0,0,0,130
ENGINE,ENG180,ENGINE VALVE XRM - TGO,ARB18,210,2,0,0,2,400
GASKET,GKT001,EXHAUST GASKET MUFFLER GASKET COPPER BIG HOLE TMX,ARB18,5,0,0,0,0,30
GASKET,GKT002,EXHAUST GASKET MUFFLER GASKET COPPER SMALL HOLE XRM,ARB18,4,2,0,0,2,30
GASKET,GKT078,EXHAUST GASKET MUFFLER GASKET COPPER XRM,ONLINE,9.79,29,0,0,29,30
GASKET,GKT079,EXHAUST GASKET MUFFLER GASKET SILVER TMX,ONLINE,9.79,19,0,0,19,30
ENGINE,ENG068,FAN MIO RED LIGHTEN - NCY,WALKIN,290,0,0,0,0,400
ACCESSORIES,ACS015,FENDER FRONT RAIDER150,WALKIN,493,1,0,0,1,620
ELECTRICAL,ELE365,FLASHER AEROX WHITE,WEDZZ,68,3,0,0,3,150
ELECTRICAL,ELE027,FLASHER ASSEMBLY BIG TMX OLD - YM POSH,PANGMASA,55,2,0,0,2,110
ELECTRICAL,ELE028,FLASHER ASSEMBLY SMALL CT100 - OTAKA,PANGMASA,45,4,0,0,4,100
ELECTRICAL,ELE411,FLASHER ASSY WITH RUBBER XRM - YSK,ARB18,45,20,0,0,20,100
ELECTRICAL,ELE370,FLASHER BANANA SMALL ORANGE,WEDZZ,50,4,0,0,4,100
ELECTRICAL,ELE369,FLASHER BANANA SMALL WHITE,WEDZZ,50,4,0,0,4,100
ELECTRICAL,ELE428,FLASHER BULB ORDINARY YSK/G18 KRYON,ARB18,6,38,0,0,38,25
ELECTRICAL,ELE298,FLASHER NO SOUND - JRS,ARB18,39,4,0,0,4,80
ELECTRICAL,ELE394,FLASHER RELAY W/ ADJUSTER - SAIYAN,WEDZZ,34,20,0,0,20,80
ELECTRICAL,ELE395,FLASHER RELAY W/OUT SOUND - SAIYAN,WEDZZ,27,19,0,0,19,60
ELECTRICAL,ELE368,FLASHER RUSI WHITE BIG,WEDZZ,70,2,0,0,2,150
ELECTRICAL,ELE371,FLASHER TMX MINI WHITE,WEDZZ,50,3,0,0,3,100
ELECTRICAL,ELE306,FLASHER WITH SOUND - CSL,ARB18,35,7,0,0,7,10
ACCESSORIES,ACS164,FLAT EXTENION BAR THICK ASSORTED,WEDZZ,35,2,0,0,2,80
ACCESSORIES,ACS166,FLAT EXTENSION BAR THICK ASSORTED,ARB18,47,16,0,0,16,100
ACCESSORIES,ACS120,FLAT EXTENSION BAR THICK BLACK,WALKIN,30.78,0,0,0,0,80
ACCESSORIES,ACS124,FLAT EXTENSION BAR THICK BLUE,ONLINE,30.78,4,0,0,4,80
ACCESSORIES,ACS123,FLAT EXTENSION BAR THICK GOLD,ONLINE,30.78,2,0,0,2,80
ACCESSORIES,ACS122,FLAT EXTENSION BAR THICK RED,ONLINE,30.78,4,0,0,4,80
ACCESSORIES,ACS121,FLAT EXTENSION BAR THICK SILVER,ONLINE,30.78,0,0,0,0,80
ACCESSORIES,ACS130,FLAT EXTENSION BAR THIN BLACK,ONLINE,23.15,2,0,0,2,70
ACCESSORIES,ACS126,FLAT EXTENSION BAR THIN BLUE,ONLINE,23.15,5,0,0,5,70
ACCESSORIES,ACS129,FLAT EXTENSION BAR THIN GOLD,ONLINE,23.15,5,0,0,5,70
ACCESSORIES,ACS125,FLAT EXTENSION BAR THIN ORANGE,ONLINE,23.15,5,0,0,5,70
ACCESSORIES,ACS128,FLAT EXTENSION BAR THIN RED,ONLINE,23.15,5,0,0,5,70
ACCESSORIES,ACS127,FLAT EXTENSION BAR THIN SILVER,ONLINE,23.15,4,0,0,4,70
CVT,CVT037,FLYBALL  AEROX/NMAX/M3 10G - MAKOTO,WALKIN,207,1,0,0,1,360
CVT,CVT093,FLYBALL  AEROX/NMAX/M3 8G - SUN,WEDZZ,305,3,0,0,3,450
