CATEGORY,ITEM CODE,DESCRIPTION,SUPPLIER,UNIT PRICE,OPENING STOCKS,PURCHASE QUANTITY,SALES QUANTITY,ENDING STOCKS,RETAIL PRICE
CVT,CVT013,FLYBALL 9G (MIO SPORTY) - RS8,WALKIN,250,1,0,0,1,320
CVT,CVT123,FLYBALL AEROX/NMAX/M3 10G - JVT,ARB18,317,2,0,0,2,450
CVT,CVT061,FLYBALL AEROX/NMAX/M3 10G - SUN,ARB18,298,0,0,0,0,420
CVT,CVT124,FLYBALL AEROX/NMAX/M3 11G - JVT,ARB18,317,3,0,0,3,450
CVT,CVT014,FLYBALL AEROX/NMAX/M3 11G - MAKOTO,WALKIN,276,0,0,0,0,330
CVT,CVT063,FLYBALL AEROX/NMAX/M3 11G - SUN,ARB18,298,0,0,0,0,420
CVT,CVT095,FLYBALL AEROX/NMAX/M3 11G - SUN,WEDZZ,305,0,0,0,0,450
CVT,CVT133,FLYBALL AEROX/NMAX/M3 12G - JVT,ARB18,317,4,0,0,4,450
CVT,CVT064,FLYBALL AEROX/NMAX/M3 12G - SUN,ARB18,298,0,0,0,0,420
CVT,CVT096,FLYBALL AEROX/NMAX/M3 12G - SUN,WEDZZ,305,1,0,0,1,450
CVT,CVT103,FLYBALL AEROX/NMAX/M3 13G - BWIN,WEDZZ,180,1,0,0,1,290
CVT,CVT065,FLYBALL AEROX/NMAX/M3 13G - JVT,ARB18,317,6,0,0,6,450
CVT,CVT017,FLYBALL AEROX/NMAX/M3 13G - MRTR,WALKIN,390,1,0,0,1,450
CVT,CVT018,FLYBALL AEROX/NMAX/M3 8G - JVT,WALKIN,390,0,0,0,0,450
CVT,CVT060,FLYBALL AEROX/NMAX/M3 9G - JVT,ARB18,317,0,0,0,0,450
CVT,CVT094,FLYBALL AEROX/NMAX/M3 9G - SUN,WEDZZ,305,1,0,0,1,450
CVT,CVT019,FLYBALL BEAT - CW,PANGMASA,110,0,0,0,0,160
CVT,CVT104,FLYBALL BEATFI/GY6 11G - ZENO,WEDZZ,214,0,0,0,0,325
CVT,CVT105,FLYBALL BEATFI/GY6 12G - ZENO,WEDZZ,214,1,0,0,1,325
CVT,CVT106,FLYBALL BEATFI/GY6 13G - ZENO,WEDZZ,214,2,0,0,2,325
CVT,CVT107,FLYBALL BEATFI/GY6 14G - ZENO,WEDZZ,214,3,0,0,3,325
CVT,CVT108,FLYBALL BEATFI/GY6 15G - ZENO,WEDZZ,214,3,0,0,3,325
CVT,CVT021,FLYBALL CLICK 11G - MTR,PANGMASA,120,1,0,0,1,250
CVT,CVT097,FLYBALL CLICK 11G - SUN,WEDZZ,305,0,0,0,0,450
CVT,CVT022,FLYBALL CLICK 12G - MTR,PANGMASA,120,0,0,0,0,250
CVT,CVT098,FLYBALL CLICK 12G - SUN,WEDZZ,305,0,0,0,0,450
CVT,CVT023,FLYBALL CLICK 15G CUT - MAKOTO,WALKIN,348,1,0,0,1,450
CVT,CVT099,FLYBALL CLICK 16G - SUN,WEDZZ,305,1,0,0,1,450
CVT,CVT100,FLYBALL CLICK 17G - SUN,WEDZZ,305,3,0,0,3,450
CVT,CVT101,FLYBALL CLICK 20G - SUN,WEDZZ,305,3,0,0,3,450
CVT,CVT109,FLYBALL CLICK125/SKYDRIVE 13G - ZENO,WEDZZ,263,0,0,0,0,375
CVT,CVT110,FLYBALL CLICK125/SKYDRIVE 14G - ZENO,WEDZZ,263,0,0,0,0,375
CVT,CVT111,FLYBALL CLICK125/SKYDRIVE 18G - ZENO,WEDZZ,263,3,0,0,3,375
CVT,CVT118,FLYBALL HONDA CLICK/PCX/ADV 12G - JVT,ARB18,317,3,0,0,3,450
CVT,CVT119,FLYBALL HONDA CLICK/PCX/ADV 13G - JVT,ARB18,317,1,0,0,1,450
CVT,CVT120,FLYBALL HONDA CLICK/PCX/ADV 14G - JVT,ARB18,317,6,0,0,6,450
CVT,CVT132,FLYBALL HONDA CLICK/PCX/ADV 15G - JVT,ARB18,317,3,0,0,3,450
CVT,CVT121,FLYBALL HONDA CLICK/PCX/ADV 19G - JVT,ARB18,317,3,0,0,3,450
CVT,CVT024,FLYBALL KVB-1100 - ASPIRA,PANGMASA,684,2,0,0,2,800
CVT,CVT025,FLYBALL KWN-1100 - ASPIRA,PANGMASA,393,2,0,0,2,500
CVT,CVT026,FLYBALL MI0125/Mxi/MIOi125/AEROX/NMAX/SOULi125 12G - RS8,BAMC,200,1,0,0,1,330
CVT,CVT027,FLYBALL MI0125/Mxi/MIOi125/AEROX/NMAX/SOULi125 13G - LAZX,BAMC,100,0,0,0,0,180
CVT,CVT028,FLYBALL MIO 10G - RS8,WALKIN,250,1,0,0,1,320
CVT,CVT092,FLYBALL MIO 10G - SUN,WEDZZ,200,1,0,0,1,350
CVT,CVT117,FLYBALL MIO 11G - JVT,ARB18,279,3,0,0,3,400
CVT,CVT029,FLYBALL MIO 11G - JVT,WALKIN,280,1,0,0,1,380
CVT,CVT089,FLYBALL MIO 6G - SUN,WEDZZ,200,3,0,0,3,350
CVT,CVT030,FLYBALL MIO 7G - JVT,WALKIN,280,1,0,0,1,380
CVT,CVT090,FLYBALL MIO 7G - SUN,WEDZZ,200,1,0,0,1,350
CVT,CVT102,FLYBALL MIO 8G - BWIN,WEDZZ,165,1,0,0,1,280
CVT,CVT122,FLYBALL MIO 8G - JVT,ARB18,279,0,0,0,0,400
CVT,CVT032,FLYBALL MIO 8G - NCY,WALKIN,250,0,0,0,0,380
CVT,CVT033,FLYBALL MIO 8G CUT - MAKOTO,WALKIN,188,0,0,0,0,250
CVT,CVT034,FLYBALL MIO 9G - JVT,WALKIN,280,1,0,0,1,380
CVT,CVT091,FLYBALL MIO 9G - SUN,WEDZZ,200,0,0,0,0,350
CVT,CVT035,FLYBALL MIO AMORE/SPORTY/SOULi125 9G - RS8,BAMC,170,0,0,0,0,300
CVT,CVT036,FLYBALL MIO SPORTY 9G CUT - MAKOTO,WALKIN,188,1,0,0,1,250
CVT,CVT040,FLYBALL SKYDRIVE 13G - MTR,PANGMASA,120,0,0,0,0,250
CVT,CVT056,FLYBALL SKYDRIVE/PCX125/CLICK125 10G - SUN,ARB18,299,2,0,0,2,420
CVT,CVT057,FLYBALL SKYDRIVE/PCX125/CLICK125 10G - SUN,ARB18,298,2,0,0,2,420
CVT,CVT058,FLYBALL SKYDRIVE/PCX125/CLICK125 12G - SUN,ARB18,298,0,0,0,0,420
CVT,CVT059,FLYBALL SKYDRIVE/PCX125/CLICK125 13G - SUN,ARB18,298,1,0,0,1,420
CVT,CVT041,FLYBALL SKYDRIVE/PCX125/CLICK125 14G - RS8,BAMC,280,1,0,0,1,400
CVT,CVT042,FLYBALL SKYDRIVE/PCX125/CLICK125 15G - RS8,BAMC,280,1,0,0,1,400
CVT,CVT055,FLYBALL SKYDRIVE/PCX125/CLICK125 9G - SUN,ARB18,298,2,0,0,2,420
ACCESSORIES,ACS104,FOOT REST RUBBER REAR TMX SUPREMO - KRYON,BAMC,65,1,0,0,1,130
ACCESSORIES,ACS103,FOOT REST RUBBER REAR TMX155 - OTAKAA,BAMC,80,3,0,0,3,150
ACCESSORIES,ACS102,FOOT REST RUBBER REAR WAVE125 - NO BRAND,BAMC,56,4,0,0,4,120
ACCESSORIES,ACS017,FOOT REST RUBBER TMX - KHC,PANGMASA,45,0,0,0,0,100
OIL,OIL001,FORK OIL AUTOLUBE,BAMC,36,1,0,0,1,70
OIL,OIL002,FORK OIL FAITO,WALKIN,201,1,0,0,1,250
OIL,OIL102,FORK OIL PETRON 200mL,ARB18,41,0,0,0,0,90
OIL,OIL003,FORK OIL SUN RACING,ARB18,46,1,0,0,1,90
OIL,OIL100,FORK OIL VOLGA 200mL,WEDZZ,33,2,0,0,2,70
FUEL,FUE001,FUEL COCK CG125 - YAOGUANG,WEDZZ,44,3,0,0,3,140
FUEL,FUE002,FUEL COCK CRYPTON - YAOGUANG,WEDZZ,68,5,0,0,5,145
FUEL,FUE003,FUEL COCK FURY125 - YAOGUANG,WEDZZ,60,3,0,0,3,140
FUEL,FUE004,FUEL COCK GY6125 - YAOGUANG,WEDZZ,45,4,0,0,4,140
FUEL,FUE005,FUEL COCK HD3 - HALO,WEDZZ,78,5,0,0,5,165
FUEL,FUE006,FUEL COCK MIO SOUL - YAOGUANG,WEDZZ,75,2,0,0,2,145
FUEL,FUE008,FUEL COCK SHOGUN - YAOGUANG,WEDZZ,60,3,0,0,3,140
FUEL,FUE009,FUEL COCK TMX NEW - SW,WEDZZ,65,1,0,0,1,130
FUEL,FUE010,FUEL COCK UNIVERSAL - YAOGUANG,WEDZZ,45,4,0,0,4,140
FUEL,FUE011,FUEL COCK WAVE125 - YAOGUANG,WEDZZ,47,0,0,0,0,120
FUEL,FUE012,FUEL COCK X4 GP125 - YAOGUANG,WEDZZ,60,3,0,0,3,140
FUEL,FUE013,FUEL COCK XRM - YAOGUANG,WEDZZ,60,4,0,0,4,100
FILTER,FIL020,FUEL FILTER,WALKIN,30,1,0,0,1,80
FILTER,FIL021,FUEL FILTER AEROX MIO 155 - MAX RPM,WALKIN,140,4,0,0,4,200
FILTER,FIL022,FUEL FILTER CLICK R5/150 - MAX RPM,WALKIN,150,0,0,0,0,200
FILTER,FIL023,FUEL FILTER MAKOTO XRM R5/CLICK 125,WALKIN,140,2,0,0,2,190
FILTER,FIL024,FUEL FILTER NEW BEAT F1 - MAX RPM,WALKIN,150,2,0,0,2,200
FILTER,FIL025,FUEL FILTER ONLY,PANGMASA,5,80,0,0,80,40
FILTER,FIL027,FUEL FILTER RAIDER 150 F1 - MAX RPM,WALKIN,150,2,0,0,2,200
FILTER,FIL028,FUEL FILTER W/HOSE,WEDZZ,12,6,0,0,6,50
FUEL,FUE020,FUEL HOSE - MSB,ARB18,4.17,18,120,0,138,10
FUEL,FUE015,FUEL HOSE DOUBLE LAYER GREY,ARB18,4.3,0,0,0,0,30
FUEL,FUE019,FUEL HOSE PLASTIC BLACK,WEDZZ,4.9,0,0,0,0,30
ENGINE,ENG069,FUEL INJECTOR / 507 - E3761 - 00 NMAX,WALKIN,850,1,0,0,1,1100
FUEL,FUE017,FUEL MIO  - SW,WEDZZ,77,1,0,0,1,160
ELECTRICAL,ELE029,FUSE BIG 10 AMP,WALKIN,8,37,0,0,37,15
ELECTRICAL,ELE030,FUSE BIG 15 AMP,WALKIN,8,19,0,0,19,15
ELECTRICAL,ELE031,FUSE BIG 20 AMP,WALKIN,8,18,0,0,18,15
ELECTRICAL,ELE297,FUSE BOX ROUND - FOR GLASS,ARB18,17,27,0,0,27,30
ELECTRICAL,ELE391,FUSE FLAT 10A BIG RED,WEDZZ,1.5,297,0,0,297,15
ELECTRICAL,ELE388,FUSE FLAT 10A MINI RED,WEDZZ,1.5,578,0,0,578,15
ELECTRICAL,ELE392,FUSE FLAT 15A BIG BLUE,WEDZZ,1.5,297,0,0,297,15
ELECTRICAL,ELE389,FUSE FLAT 15A MINI BLUE,WEDZZ,1.5,580,0,0,580,15
ELECTRICAL,ELE390,FUSE FLAT 20A BIG YELLOW,WEDZZ,1.5,291,0,0,291,15
ELECTRICAL,ELE387,FUSE FLAT 20A MINI YELLOW,WEDZZ,1.5,592,0,0,592,15
ELECTRICAL,ELE319,FUSE FLAT PLUG IN 10A/15A/20A,ARB18,3.5,50,0,0,50,15
ELECTRICAL,ELE032,FUSE GLASS,PANGMASA,2,317,0,0,317,7
ELECTRICAL,ELE385,FUSE GLASS 15A,WEDZZ,1.5,265,0,0,265,7
ELECTRICAL,ELE386,FUSE GLASS 25A,WEDZZ,1.5,293,0,0,293,7
ELECTRICAL,ELE033,FUSE HOLDER FLAT BLACK RED,BAMC,25,4,0,0,4,50
ELECTRICAL,ELE034,FUSE HOLDER SQUARE SMALL,WALKIN,125,5,0,0,5,180
ELECTRICAL,ELE035,FUSE HOLDER TUBE TYPE,WALKIN,10,2,0,0,2,25
ELECTRICAL,ELE036,FUSE MINI 2A / B65-H2151-80,WALKIN,47,2,0,0,2,75
ELECTRICAL,ELE037,FUSE MINI 7.5,WALKIN,25,4,0,0,4,45
ELECTRICAL,ELE038,FUSE SMALL 10 AMP,WALKIN,9,16,0,0,16,15
ELECTRICAL,ELE039,FUSE SMALL 15 AMP,WALKIN,9,0,0,0,0,15
ELECTRICAL,ELE040,FUSE SMALL 20 AMP,WALKIN,9,9,0,0,9,15
ACCESSORIES,ACS018,GARNISH CLICK 125 CARBON,WALKIN,240,1,0,0,1,300
GASKET,GKT003,GASKET BASE (SNIPER135/150),WALKIN,73,1,0,0,1,95
GASKET,GKT004,GASKET BASE AEROX/NMAX V1&V2 / YAMAHA B6H-E1351-00,WALKIN,50,2,0,0,2,120
GASKET,GKT090,GASKET BASE MIO - APPLE,ARB18,19,8,0,0,8,100
GASKET,GKT005,GASKET BASE MIO M3 i125,WALKIN,58,1,0,0,1,90
GASKET,GKT006,GASKET BASE MIO SPORTY YAMAHA 5LW-E1351-00,WALKIN,50,0,0,0,0,120
GASKET,GKT007,GASKET BASE MIOM3/MIOSOUL 2PH-E1351-01,WALKIN,50,1,0,0,1,120
GASKET,GKT010,GASKET CYLINDER  AEROX/NMAX V1&V2 / YAMAHA B65-E1351-10,WALKIN,50,1,0,0,1,120
GASKET,GKT011,GASKET CYLINDER  CLICK125/150 PCX150 - HONDA 12191-KZR-600,WALKIN,50,1,0,0,1,120
GASKET,GKT009,GASKET CYLINDER AEROX155,WALKIN,103,2,0,0,2,170
GASKET,GKT013,GASKET CYLINDER BASE NMAX155 NMAX V2,WALKIN,63,2,0,0,2,150
GASKET,GKT014,GASKET CYLINDER HEAD AEROX,WALKIN,235,2,0,0,2,400
GASKET,GKT015,GASKET CYLINDER HEAD CLICK125i - HONDA 12251-KZR-601,WALKIN,100,1,0,0,1,180
GASKET,GKT017,GASKET CYLINDER HEAD MIO SPORTY,WALKIN,83,2,0,0,2,150
GASKET,GKT018,GASKET CYLINDER HEAD NMAX AEROX MT15 - B3F-E1193-00,WALKIN,300,2,0,0,2,400
GASKET,GKT019,GASKET CYLINDER HEAD NMAX/R15 V3,WALKIN,148,1,0,0,1,250
GASKET,GKT092,GASKET CYLINDER MIO - APPLE,ARB18,127,4,0,0,4,250
GASKET,GKT012,GASKET CYLINDER SNIPER150,WALKIN,83,1,0,0,1,150
GASKET,GKT088,GASKET MAKER - THREE BOND,ARB18,47,0,0,0,0,80
GASKET,GKT021,GASKET MAKER LIQUID GASKET,BAMC,18,1,0,0,1,40
GASKET,GKT023,GASKET OVERHAULING - TMX125 ALPHA - TAKASAGO,BAMC,149,3,0,0,3,250
GASKET,GKT022,GASKET OVERHAULING TMX - GRS,PANGMASA,49,1,0,0,1,150
GASKET,GKT024,GASKET SET ENGINE CLICK,WALKIN,311,1,0,0,1,450
OIL,OIL005,GEAR OIL - JVT,ARB18,47,0,30,0,30,110
OIL,OIL006,GEAR OIL KOBY 100mL,BAMC,52,0,0,0,0,110
OIL,OIL007,GEAR OIL RS8 SCOOTER RACING 120mL,ARB18,52,3,30,0,33,110
OIL,OIL062,GEAR OIL RS8 SCOOTER RACING 120mL,WALKIN,40,0,0,0,0,110
OIL,OIL096,GEAR OIL RS8 SCOOTER RACING 120mL,WEDZZ,50,0,0,0,0,110
OIL,OIL009,GEAR OIL YAMALUBE 100mL,ARB18,61,6,36,2,40,110
OIL,OIL055,GEAR OIL YAMALUBE 100mL,ONLINE,33.15,0,0,0,0,110
WHEEL,WHL004,GEAR SPEEDOMETER BOX MIO,WALKIN,124,0,0,0,0,200
WHEEL,WHL005,GEAR SPEEDOMETER WAVE 125,WALKIN,180,1,0,0,1,250
WHEEL,WHL006,GEARINGS NMAX/AEROX 12-33 - RS8,WALKIN,1804,1,0,0,1,2250
WHEEL,WHL007,GEARINGS NMAX/AEROX 13-38 - RS8,WALKIN,1804,1,0,0,1,2250
OIL,OIL011,GREASE - BLACK CUP,PANGMASA,6,0,0,0,0,15
OIL,OIL013,GREASE HI-TEMP - KOBY,BAMC,10,0,0,0,0,30
OIL,OIL014,GREASE HI-TEMP - MOTOTEK,ARB18,13,0,0,0,0,30
OIL,OIL101,GREASE HI-TEMP 10G - KOBY,WEDZZ,9,0,0,0,0,30
OIL,OIL057,GREASE PACK,ARB18,4.5,0,0,0,0,20
OIL,OIL086,GREASE PACK,WEDZZ,5,37,0,0,37,15
ACCESSORIES,ACS019,HAND GRIP - ARIETE,PANGMASA,70,0,0,0,0,150
ACCESSORIES,ACS020,HAND GRIP - DOMINO,PANGMASA,59,0,0,0,0,130
ACCESSORIES,ACS024,HAND GRIP - YAMAHA,WALKIN,217,5,0,0,5,280
ACCESSORIES,ACS025,HAND GRIP - YOKOWINA,PANGMASA,80,1,0,0,1,200
ACCESSORIES,ACS094,HAND GRIP BLACK  - ARIETE,ONLINE,62.52,0,0,0,0,160
ACCESSORIES,ACS165,HAND GRIP BLACK MONSTER,ONLINE,55,2,0,0,2,150
ACCESSORIES,ACS026,HAND GRIP BLACK RETRO - NO BRAND,BAMC,60,0,0,0,0,160
ACCESSORIES,ACS095,HAND GRIP BLACK RETRO - NO BRAND,ONLINE,64.62,9,0,0,9,160
ACCESSORIES,ACS093,HAND GRIP BLACK WITH LOGO - DOMINO,ONLINE,58.33,4,0,0,4,160
ACCESSORIES,ACS027,HAND GRIP BLUE - ARIETE (BROWN BOX),BAMC,75,0,0,0,0,150
ACCESSORIES,ACS029,HAND GRIP CARBON BLACK - DOMINO,BAMC,80,0,0,0,0,180
ACCESSORIES,ACS030,HAND GRIP CARBON ORANGE - DOMINO,BAMC,80,2,0,0,2,180
ACCESSORIES,ACS031,HAND GRIP CARBON PINK - DOMINO,BAMC,80,6,0,0,6,180
ACCESSORIES,ACS032,HAND GRIP CARBON RED - DOMINO,BAMC,80,0,0,0,0,180
ACCESSORIES,ACS033,HAND GRIP CARBON YELLOW - DOMINO,BAMC,75,3,0,0,3,170
ACCESSORIES,ACS152,HAND GRIP DOMINO & GRIPPY MIXED,WALKIN,50,0,0,0,0,100
ACCESSORIES,ACS034,HAND GRIP GOLD ALLOY - SHARK KING,BAMC,90,0,0,0,0,180
ACCESSORIES,ACS035,HAND GRIP GREY FULL - DOMINO,BAMC,65,0,0,0,0,160
ACCESSORIES,ACS036,HAND GRIP LEFT,WALKIN,90,1,0,0,1,150
ACCESSORIES,ACS037,HAND GRIP PINK FULL - DOMINO,BAMC,70,1,0,0,1,170
ACCESSORIES,ACS038,HAND GRIP RED - DOMINO,BAMC,80,4,0,0,4,180
ACCESSORIES,ACS040,HAND GRIP RIGHT,WALKIN,95,0,0,0,0,150
ACCESSORIES,ACS041,HAND GRIP SILVER ALLOY - SHARK KING,BAMC,90,0,0,0,0,180
ACCESSORIES,ACS167,HANDLE GRIP OKIMURA VIP,ARB18,90,16,0,0,16,180
ELECTRICAL,ELE041,HANDLE SWITCH AEROX - DOMINO,BAMC,320,0,0,0,0,500
ELECTRICAL,ELE423,HANDLE SWITCH ASSY. RUSI TC125 L/R - C.A. SWM,ARB18,260,2,0,0,2,400
ELECTRICAL,ELE422,HANDLE SWITCH ASSY. TMX125 LH - COMP. SUNTAL,ARB18,166,3,0,0,3,270
ELECTRICAL,ELE421,HANDLE SWITCH ASSY. TMX125 RH - KRYON/YSK,ARB18,150,1,0,0,1,250
ELECTRICAL,ELE042,HANDLE SWITCH CLICK - DOMINO,WALKIN,341,1,0,0,1,500
ELECTRICAL,ELE043,HANDLE SWITCH SET CARBON MIO - KITAKO,WEDZZ,260,1,0,0,1,390
ELECTRICAL,ELE044,HANDLE SWITCH SET RUSI - DEXIN,PANGMASA,220,0,0,0,0,370
ELECTRICAL,ELE047,HANDLE SWITCH SET TMX125 - DEXIN,PANGMASA,220,1,0,0,1,370
ELECTRICAL,ELE048,HANDLE SWITCH SET TMX155 ORDINARY,WEDZZ,270,0,0,0,0,400
ELECTRICAL,ELE049,HANDLE SWITCH SET XRM - FORTUNE,WEDZZ,245,2,0,0,2,380
ELECTRICAL,ELE050,HARNESS WIRE CT100 - YK,WEDZZ,280,1,0,0,1,450
ELECTRICAL,ELE051,HARNESS WIRE MIO - YK,WEDZZ,280,0,0,0,0,450
ELECTRICAL,ELE052,HARNESS WIRE RUSI125 - KHC,PANGMASA,270,2,0,0,2,450
ELECTRICAL,ELE053,HARNESS WIRE RUSI125 - YK,WEDZZ,260,2,0,0,2,440
ELECTRICAL,ELE054,HARNESS WIRE RUSI150 - KHC,PANGMASA,346,2,0,0,2,530
ELECTRICAL,ELE055,HARNESS WIRE RUSI150 - YK,WEDZZ,270,1,0,0,1,450
ELECTRICAL,ELE057,HARNESS WIRE W110 - YK,WEDZZ,260,1,0,0,1,430
ELECTRICAL,ELE058,HARNESS WIRE XRM110,PANGMASA,280,2,0,0,2,430
ELECTRICAL,ELE060,HEAD LIGHT ASSEMBLY LED 6 BULB TMX,ONLINE,120,2,0,0,2,250
ELECTRICAL,ELE061,HEAD LIGHT BRACKET (CAFÉ RACER),WALKIN,96,1,0,0,1,150
ACCESSORIES,ACS155,HEAT GUARD,WALKIN,100,2,0,0,2,200
CLEANER,CLN009,HELMET DEODORANT - KOBY,BAMC,98,4,0,0,4,200
CLEANER,CLN031,HELMET DISINFETING FOAM - KOBY,ARB18,109,10,0,0,10,220
CLEANER,CLN011,HELMET DISINFETING FOAM - KOBY,BAMC,117,0,0,0,0,220
BOLT & NUT,BNT008,HENG 6X40 G,WALKIN,45,14,0,0,14,75
BOLT & NUT,BNT009,HENG 6X40 WG,WALKIN,45,11,0,0,11,75
BOLT & NUT,BNT011,HENG 6X45 G,WALKIN,48,19,0,0,19,85
BOLT & NUT,BNT012,HENG AIRBOX SCREW G,WALKIN,43,0,0,0,0,60
BOLT & NUT,BNT013,HENG AIRBOX SCREW WG,WALKIN,43,0,0,0,0,60
BOLT & NUT,BNT015,HENG BODY BOLT HONDA G,WALKIN,19,0,0,0,0,28
BOLT & NUT,BNT016,HENG BODY BOLTS HONDA WG,WALKIN,19,1,0,0,1,28
BOLT & NUT,BNT017,HENG BODY BOLTS YAMAHA FLOWER WG,WALKIN,18,0,0,0,0,28
BOLT & NUT,BNT019,HENG BODY BOLTS YAMAHA SPIRAL WG,WALKIN,18,0,0,0,0,28
BOLT & NUT,BNT020,HENG BRAKE FLUID BOLT WG,WALKIN,50,1,0,0,1,55
BOLT & NUT,BNT021,HENG CABLE ADJUSTER G,WALKIN,190,2,0,0,2,280
BOLT & NUT,BNT022,HENG CALIPER BLEEDER G,WALKIN,65,5,0,0,5,110
BOLT & NUT,BNT023,HENG CALIPER BLEEDER WG,WALKIN,65,1,0,0,1,75
BOLT & NUT,BNT024,HENG CALIPER PIN MIO G,WALKIN,65,6,0,0,6,120
BOLT & NUT,BNT025,HENG CALIPER PIN MIO WG,WALKIN,65,4,0,0,4,120
BOLT & NUT,BNT026,HENG CALIPER PIN WAVE GOLD,WALKIN,140,2,0,0,2,190
BOLT & NUT,BNT027,HENG CENTER NUT/SONIC/ZOOMEN,WALKIN,270,2,0,0,2,420
BOLT & NUT,BNT028,HENG CLUTCH ADJUSTER GOLD,WALKIN,190,3,0,0,3,250
BOLT & NUT,BNT029,HENG CLUTCH ADJUSTER WG,WALKIN,190,3,0,0,3,250
BOLT & NUT,BNT033,HENG DUO CAP RAIDER 150 GOLD,WALKIN,280,1,0,0,1,350
BOLT & NUT,BNT034,HENG DUO CAP RAIDER FI WG,WALKIN,270,0,0,0,0,340
BOLT & NUT,BNT036,HENG ENGINE OIL BOLT WG,WALKIN,125,2,0,0,2,220
BOLT & NUT,BNT037,HENG GEAR OIL BOLT G WAVE,WALKIN,70,0,0,0,0,100
BOLT & NUT,BNT039,HENG GEAR OIL BOLT WG,WALKIN,115,2,0,0,2,225
BOLT & NUT,BNT040,HENG HEAD NUT BOLT WG,WALKIN,65,3,0,0,3,120
BOLT & NUT,BNT041,HENG HELMET HOOK WG,WALKIN,60,1,0,0,1,120
BOLT & NUT,BNT042,HENG INNER TUBE BOLT RAIDER 150 G,WALKIN,270,4,0,0,4,350
BOLT & NUT,BNT043,HENG INNER TUBE BOLT RS SONIC G,WALKIN,280,2,0,0,2,360
BOLT & NUT,BNT044,HENG LEVER BOLT HONDA/RAIDER/NMAX/XMAX,WALKIN,145,1,0,0,1,300
BOLT & NUT,BNT045,HENG LEVER BOLTS CLICK 125/150,WALKIN,145,1,0,0,1,230
BOLT & NUT,BNT046,HENG NUT 12MM,WALKIN,55,2,0,0,2,60
BOLT & NUT,BNT047,HENG REAR NUT G M3/AEROX/NMAX/CLICK,WALKIN,210,1,0,0,1,280
BOLT & NUT,BNT048,HENG SENSOR BOLTS WHEEL SENSOR,WALKIN,190,3,0,0,3,450
BOLT & NUT,BNT050,HENG WINDSHIELD BOLT G,WALKIN,42,6,0,0,6,65
BOLT & NUT,BNT051,HENG WINDSHIELD BOLT WG,WALKIN,42,5,0,0,5,65
BOLT & NUT,BNT052,HENG YAMAHA SIDE MIRROR BOLT G,WALKIN,150,6,0,0,6,250
BOLT & NUT,BNT053,HENG YAMAHA SIDE MIRROR BOLT WG,WALKIN,150,6,0,0,6,250
ELECTRICAL,ELE063,HORN - BSEOCH,BAMC,180,0,0,0,0,300
ELECTRICAL,ELE244,HORN AIR ELECTRICAL MACHINE WITH RELAY,ONLINE,402.37,3,0,0,3,800
ELECTRICAL,ELE360,HORN BOSCH EUROPA,WEDZZ,2500,1,0,0,1,3200
ELECTRICAL,ELE064,HORN BOSCH EVOLUTION,WEDZZ,450,0,0,0,0,650
ELECTRICAL,ELE238,HORN BOSCH EVOLUTION,ONLINE,578,0,0,0,0,650
ELECTRICAL,ELE241,HORN BOSCH FC2 COMPACT HORN,ONLINE,367,0,0,0,0,600
ELECTRICAL,ELE361,HORN BOSCH HORN EVOLUTION,WEDZZ,450,1,0,0,1,700
ELECTRICAL,ELE066,HORN MOCC,PANGMASA,150,0,0,0,0,220
ELECTRICAL,ELE408,HORN ODINARY DUAL/TWIN,ARB18,152,3,0,0,3,250
ELECTRICAL,ELE067,HORN ORDINARY - HALO,WEDZZ,34,1,0,0,1,80
ELECTRICAL,ELE235,HORN PIAA,ONLINE,277.28,12,0,0,12,600
ELECTRICAL,ELE068,HORN PIAA OTOSTYLE HORN,WEDZZ,599,0,0,0,0,900
ELECTRICAL,ELE343,HORN RELAY 4PIN - SAIYAN,WEDZZ,28,40,0,0,40,60
ELECTRICAL,ELE345,HORN RELAY 5PIN - SAIYAN,WEDZZ,28,16,0,0,16,60
ELECTRICAL,ELE407,HORN SINGLE OBIG - CSL,ARB18,75,1,0,0,1,130
ELECTRICAL,ELE070,HORN SMOK VIPER - SMOK,WEDZZ,310,1,0,0,1,500
WHEEL,WHL008,HUB BUSHING STEEL TMX,PANGMASA,45,1,0,0,1,100
WHEEL,WHL010,HUB DAMPER RS,WALKIN,100,1,0,0,1,180
WHEEL,WHL013,HUB FRONT CT100 BAJAJ,BAMC,531,1,0,0,1,750
WHEEL,WHL012,HUB FRONT W/ 2 BEARING & AXLE SLEEVE TMX155 - SW,WEDZZ,720,1,0,0,1,920
WHEEL,WHL015,HUB M3 F/R - CHIKADA,WALKIN,1700,1,0,0,1,2200
WHEEL,WHL016,HUB M3 F/R - PZTECH,WALKIN,1555,1,0,0,1,2000
WHEEL,WHL017,HUB MIO F/R - SMOK,WALKIN,1555,1,0,0,1,2100
WHEEL,WHL018,HUB NMAX 2020 F/R - PZTECH,WALKIN,2100,1,0,0,1,2600
WHEEL,WHL021,HUB REAR TMX 125 - GRS,WEDZZ,452,1,0,0,1,750
WHEEL,WHL023,HUB REAR TMX 155 - MRTR,PANGMASA,620,2,0,0,2,850
WHEEL,WHL024,HUB REAR TMX125 WITH BUSHING - MSK,BAMC,703,1,0,0,1,910
